Date,Open,High,Low,Close,Adj Close,Volume
2018-08-20,54.525002,54.794998,53.459999,54.040001,52.433147,451300800
2018-08-27,54.287498,57.217499,54.082500,56.907501,55.215378,650762400
2018-09-03,57.102501,57.417500,55.177502,55.325001,53.679935,530531600
2018-09-10,55.237499,57.087502,54.117500,55.959999,54.296047,792999600
2018-09-17,55.537498,55.737499,53.825001,54.415001,52.796997,874984400
2018-09-24,54.205002,56.610001,54.157501,56.435001,54.756927,517372400
2018-10-01,56.987499,58.367500,55.145000,56.072498,54.405209,570665200
2018-10-08,55.552502,56.817501,53.080002,55.527500,53.876411,768031200
2018-10-15,55.290001,55.747501,53.250000,54.827499,53.197220,594081600
2018-10-22,54.947498,56.057499,53.167500,54.075001,52.467102,742398400
2018-10-29,54.797501,55.590000,51.357498,51.869999,50.327675,1082425200
2018-11-05,51.075001,52.529999,49.542500,51.117500,49.597546,764797600
2018-11-12,49.750000,49.962502,46.482498,48.382500,47.107662,968906000
2018-11-19,47.500000,47.674999,43.025002,43.072498,41.937576,657994800
2018-11-26,43.560001,45.700001,42.564999,44.645000,43.468647,854999600
2018-12-03,46.115002,46.235001,42.075001,42.122501,41.012604,670107200
2018-12-10,41.250000,43.142502,40.832500,41.369999,40.279934,870150800
2018-12-17,41.362499,42.087502,37.407501,37.682499,36.689594,1150777200
2018-12-24,37.037498,39.630001,36.647499,39.057499,38.028370,764640800
2018-12-31,39.632500,39.840000,35.500000,37.064999,36.088364,887850000
2019-01-07,37.174999,38.632500,36.474998,38.072498,37.069317,814824400
2019-01-14,37.712502,39.470001,37.305000,39.205002,38.171974,621168000
2019-01-21,39.102501,39.532501,37.924999,39.439999,38.400784,450006400
2019-01-28,38.947498,42.250000,38.415001,41.630001,40.533089,809187200
2019-02-04,41.852501,43.892502,41.820000,42.602501,41.479961,605593600
2019-02-11,42.762501,43.119999,42.312500,42.605000,41.660297,448918400
2019-02-18,42.427502,43.330002,42.372501,43.242500,42.283672,325000400
2019-02-25,43.540001,43.967499,43.182499,43.742500,42.772587,483522400
2019-03-04,43.922501,44.437500,42.375000,43.227501,42.269001,467119200
2019-03-11,43.872501,46.832500,43.837502,46.529999,45.498264,632534000
2019-03-18,46.450001,49.422501,46.182499,47.762501,46.703445,729373200
2019-03-25,47.877499,48.220001,46.145000,47.487499,46.434544,671354400
2019-04-01,47.910000,49.275002,47.095001,49.250000,48.157959,446161600
2019-04-08,49.105000,50.712502,49.052502,49.717499,48.615089,528026800
2019-04-15,49.645000,51.037498,49.502499,50.965000,49.834938,385342400
2019-04-22,50.707500,52.119999,50.529999,51.075001,49.942493,389981600
2019-04-29,51.099998,53.827499,49.777500,52.937500,51.763695,745822400
2019-05-06,51.072498,52.209999,48.192501,49.294998,48.201965,694654400
2019-05-13,46.927502,48.117500,45.712502,47.250000,46.380230,745662000
2019-05-20,45.880001,47.000000,44.452499,44.742500,43.918888,627880400
2019-05-27,44.730000,45.147499,43.747501,43.767502,42.961842,418765600
2019-06-03,43.900002,47.980000,42.567501,47.537498,46.662441,617392800
2019-06-10,47.952499,49.197498,47.575001,48.185001,47.298027,447372400
2019-06-17,48.224998,50.212502,48.042500,49.695000,48.780224,526635600
2019-06-24,49.634998,50.392502,48.822498,49.480000,48.569180,469474000
2019-07-01,50.792500,51.270000,50.162498,51.057499,50.117641,291262800
2019-07-08,50.202499,51.097500,49.602501,50.825001,49.889423,406402800
2019-07-15,51.022499,51.625000,50.590000,50.647499,49.715195,349566400
2019-07-22,50.912498,52.432499,50.902500,51.935001,50.978992,348612800
2019-07-29,52.115002,55.342499,50.407501,51.005001,50.066113,879082000
2019-08-05,49.497501,50.882500,48.145000,50.247501,49.322556,692845600
2019-08-12,49.904999,53.035000,49.787498,51.625000,50.867237,644382400
2019-08-19,52.654999,53.610001,50.250000,50.660000,49.916401,567620000
2019-08-26,51.465000,52.612499,50.830002,52.185001,51.419014,439958400
2019-09-02,51.607498,53.605000,51.055000,53.314999,52.532429,329948400
2019-09-09,53.709999,56.605000,52.767502,54.687500,53.884773,701467600
2019-09-16,54.432499,55.939999,54.367500,54.432499,53.633526,569162000
2019-09-23,54.737499,55.622501,54.285000,54.705002,53.902031,465780800
2019-09-30,55.224998,57.055000,53.782501,56.752499,55.919472,634486800
2019-10-07,56.567501,59.410000,56.082500,59.052502,58.185715,588705600
2019-10-14,58.724998,59.532501,58.299999,59.102501,58.234982,422709600
2019-10-21,59.380001,61.682499,59.330002,61.645000,60.740158,388122000
2019-10-28,61.855000,63.982498,59.314999,63.955002,63.016258,654221600
2019-11-04,64.332497,65.110001,63.842499,65.035004,64.080406,423960800
2019-11-11,64.574997,66.445000,64.570000,66.440002,65.661324,461333600
2019-11-18,66.449997,67.000000,65.099998,65.445000,64.677971,455825200
2019-11-25,65.677498,67.000000,65.625000,66.812500,66.029449,301081200
2019-12-02,66.817497,67.750000,64.072502,67.677498,66.884315,456599200
2019-12-09,67.500000,68.824997,66.227501,68.787498,67.981300,568117600
2019-12-16,69.250000,70.662498,69.245003,69.860001,69.041237,732720000
2019-12-23,70.132500,73.492500,70.092499,72.449997,71.600876,386438000
2019-12-30,72.364998,75.150002,71.305000,74.357498,73.486023,526723200
2020-01-06,73.447502,78.167503,73.187500,77.582497,76.673225,670091600
2020-01-13,77.910004,79.684998,77.387497,79.682503,78.748619,652055600
2020-01-20,79.297501,80.832497,78.912498,79.577499,78.644852,463685200
2020-01-27,77.514999,81.962502,76.220001,77.377502,76.470634,866734800
2020-02-03,76.074997,81.305000,75.555000,80.007500,79.069817,652341200
2020-02-10,78.544998,81.805000,78.462502,81.237503,80.475937,492263600
2020-02-17,78.839996,81.162498,77.625000,78.262497,77.528809,476635200
2020-02-24,74.315002,76.044998,64.092499,68.339996,67.699341,1398039200
2020-03-02,70.570000,76.000000,69.430000,72.257500,71.580124,1293800800
2020-03-09,65.937500,71.610001,62.000000,69.492500,68.841034,1616839600
2020-03-16,60.487499,64.769997,57.000000,57.310001,56.772747,1620263600
2020-03-23,57.020000,64.669998,53.152500,61.935001,61.354385,1384190000
2020-03-30,62.685001,65.622498,59.224998,60.352501,59.786724,837010800
2020-04-06,62.724998,67.925003,62.345001,66.997498,66.369415,735437600
2020-04-13,67.077499,72.062500,66.457497,70.699997,70.037216,829547200
2020-04-20,69.487503,70.752502,66.357498,70.742500,70.079315,678844800
2020-04-27,70.449997,74.750000,69.550003,72.267502,71.590034,790054000
2020-05-04,72.292503,77.587502,71.580002,77.532501,76.805664,672706400
2020-05-11,77.025002,79.922501,75.052498,76.927498,76.412621,834147600
2020-05-18,78.292503,80.222504,77.580002,79.722504,79.188927,532904800
2020-05-25,80.875000,81.059998,78.272499,79.485001,78.953018,525560400
2020-06-01,79.437500,82.937500,79.302498,82.875000,82.320328,497736000
2020-06-08,82.562500,88.692497,81.830002,84.699997,84.133095,811826800
2020-06-15,83.312500,89.139999,83.144997,87.430000,86.844833,779940400
2020-06-22,87.834999,93.095001,87.787498,88.407501,87.815788,883003200
2020-06-29,88.312500,92.617500,87.820000,91.027496,90.418251,495648000
2020-07-06,92.500000,96.317497,92.467499,95.919998,95.278015,564072000
2020-07-13,97.264999,99.955002,93.877502,96.327499,95.682777,718600800
2020-07-20,96.417503,99.250000,89.144997,92.614998,91.995125,665196000
2020-07-27,93.709999,106.415001,93.247498,106.260002,105.548805,847635600
2020-08-03,108.199997,114.412498,107.892502,111.112503,110.368835,1003474000
2020-08-10,112.599998,116.042503,109.107498,114.907501,114.344223,941551200
2020-08-17,116.062500,124.867500,113.962502,124.370003,123.760338,835695200
2020-08-24,128.697495,128.785004,123.052498,124.807503,124.195694,1063638000
2020-08-31,127.580002,137.979996,110.889999,120.959999,120.367050,1167976600
2020-09-07,113.949997,120.500000,110.000000,112.000000,111.450974,771441800
2020-09-14,114.720001,118.830002,106.089996,106.839996,106.316261,944587000
2020-09-21,104.540001,112.860001,103.099998,112.279999,111.729591,847212600
2020-09-28,115.010002,117.720001,112.220001,113.019997,112.465973,640562200
2020-10-05,113.910004,117.000000,112.250000,116.970001,116.396606,548575100
2020-10-12,120.059998,125.389999,118.150002,119.019997,118.436554,881222300
2020-10-19,119.959999,120.419998,114.279999,115.040001,114.476074,519569600
2020-10-26,114.010002,117.279999,107.720001,108.860001,108.326363,684467100
2020-11-02,109.110001,119.620003,107.320000,118.690002,118.108185,609571800
2020-11-09,120.500000,121.989998,114.129997,119.260002,118.880127,589577900
2020-11-16,118.919998,120.989998,116.809998,117.339996,116.966240,389493400
2020-11-23,117.180000,117.620003,112.589996,116.589996,116.218628,365024000
2020-11-30,116.970001,123.779999,116.809998,122.250000,121.860611,543370600
2020-12-07,122.309998,125.949997,120.150002,122.410004,122.020096,452278700
2020-12-14,122.599998,129.580002,121.540001,126.660004,126.256561,621538100
2020-12-21,125.019997,134.410004,123.449997,131.970001,131.549637,433310200
2020-12-28,133.990005,138.789993,131.720001,132.690002,132.267349,441102200
2021-01-04,133.520004,133.610001,126.379997,132.050003,131.629379,610791200
2021-01-11,129.190002,131.449997,126.860001,127.139999,126.735023,482792700
2021-01-18,127.779999,139.850006,126.940002,139.070007,138.627029,429687100
2021-01-25,143.070007,145.089996,130.210007,131.960007,131.539673,716991000
2021-02-01,133.750000,137.419998,130.929993,136.759995,136.324387,439303000
2021-02-08,136.029999,137.880005,133.690002,135.369995,135.140442,345543100
2021-02-15,135.490005,136.009995,127.410004,129.869995,129.649780,363020300
2021-02-22,128.009995,129.720001,118.389999,121.260002,121.054382,685989200
2021-03-01,123.750000,128.720001,117.570000,121.419998,121.214104,663456700
2021-03-08,120.930000,123.209999,116.209999,121.029999,120.824768,586977300
2021-03-15,121.410004,127.220001,119.680000,119.989998,119.786530,626343500
2021-03-22,120.330002,124.239998,118.919998,121.209999,121.004463,488825800
2021-03-29,121.650002,124.180000,118.860001,123.000000,122.791428,359904000
2021-04-05,123.870003,133.039993,123.070000,133.000000,132.774475,447820500
2021-04-12,132.520004,135.000000,130.630005,134.160004,133.932510,444178800
2021-04-19,133.509995,135.529999,131.300003,134.320007,134.092239,421147600
2021-04-26,134.830002,137.070007,131.070007,131.460007,131.237091,501495200
